market_id,slug,question,n_outcomes
677315,israel-and-indonesia-normalize-relations-by-december-31-2026-618-741,"Israel and Indonesia normalize relations by December 31, 2026?",1
677314,israel-and-indonesia-normalize-relations-by-june-30-2026,"Israel and Indonesia normalize relations by June 30, 2026?",1
1107878,will-the-us-invade-cuba-in-2026,Will the U.S. invade Cuba in 2026?,1
610201,nato-x-russia-military-clash-in-2025,NATO x Russia military clash in 2025?,1
628935,nato-x-russia-military-clash-by-march-31-2026,"NATO x Russia military clash by March 31, 2026?",1
1171858,nato-x-russia-military-clash-by-june-30-2026,"NATO x Russia military clash by June 30, 2026?",1
1090496,nato-x-russia-military-clash-by-december-31-2026-244,"NATO x Russia military clash by December 31, 2026?",1
567689,zelenskyy-out-as-ukraine-president-before-2027,Zelenskyy out as Ukraine president by end of 2026?,1
549333,israel-and-syria-normalize-relations-in-2025,"Israel and Syria normalize relations by December 31, 2025?",1
677274,israel-and-syria-normalize-relations-by-june-30-2026,"Israel and Syria normalize relations by June 30, 2026?",1
677273,israel-and-syria-normalize-relations-by-december-31-2026-166,"Israel and Syria normalize relations by December 31, 2026?",1
1385754,will-france-uk-or-germany-strike-iran-by-june-30-259,"Will France, UK, or Germany strike Iran by June 30?",1
1107307,us-strike-on-colombia-by-december-31,US strike on Colombia by December 31?,1
1107284,us-strike-on-colombia-by-january-31,US strike on Colombia by January 31?,1
1107306,us-strike-on-colombia-by-march-31,US strike on Colombia by March 31?,1
592190,russian-strike-on-poland-by-september-30,Russian strike on Poland by September 30?,1
614694,russian-strike-on-poland-by-december-31,Russian strike on Poland by December 31?,1
677406,russian-strike-on-poland-by-june-30,Russian strike on Poland by June 30?,1
570071,will-hamaz-disarm-by-december-31-858,Will Hamas agree to disarm by December 31?,1
657400,will-hamas-agree-to-disarm-by-november-30-365,Will Hamas agree to disarm by November 30?,1
677357,will-hamas-agree-to-disarm-by-march-31-966,Will Hamas agree to disarm by March 31?,1
1294921,will-hamas-agree-to-disarm-by-june-30,Will Hamas agree to disarm by June 30?,1
1294920,will-hamas-agree-to-disarm-by-february-28,Will Hamas agree to disarm by February 28?,1
677407,china-x-taiwan-military-clash-before-2027,China x Taiwan military clash before 2027?,1
2002607,israel-withdraws-from-lebanon-by-april-30-2026,"Israel withdraws from Lebanon by April 30, 2026?",1
2002609,israel-withdraws-from-lebanon-by-june-30-2026,"Israel withdraws from Lebanon by June 30, 2026?",1
2002608,israel-withdraws-from-lebanon-by-may-31-2026,"Israel withdraws from Lebanon by May 31, 2026?",1
2333782,israel-withdraws-from-lebanon-by-july-31-2026,"Israel withdraws from Lebanon by July 31, 2026?",1
1121887,israel-strike-on-yemen-by-june-30-2026-285-633-267-857,"Israel strike on Yemen by June 30, 2026?",1
1121884,israel-strike-on-yemen-by-march-31-2026,"Israel strike on Yemen by March 31, 2026?",1
1641496,israel-strike-on-yemen-by-may-31-2026-588-747-911,"Israel strike on Yemen by May 31, 2026?",1
1641497,israel-strike-on-yemen-by-april-30-2026-212-911,"Israel strike on Yemen by April 30, 2026?",1
1796475,israel-military-action-against-yemen-by-april-15-2026,"Israel military action against Yemen by April 15, 2026?",1
2176262,strait-of-hormuz-traffic-returns-to-normal-by-july-31,Strait of Hormuz traffic returns to normal by July 31?,1
1544750,mojtaba-khamenei-seen-in-public-by-march-13,Mojtaba Khamenei seen in public by March 13?,1
1544752,mojtaba-khamenei-seen-in-public-by-march-31,Mojtaba Khamenei seen in public by March 31?,1
1544751,mojtaba-khamenei-seen-in-public-by-march-16,Mojtaba Khamenei seen in public by March 16?,1
1576159,mojtaba-khamenei-seen-in-public-by-april-30,Mojtaba Khamenei seen in public by April 30?,1
1707993,mojtaba-khamenei-seen-in-public-by-may-31,Mojtaba Khamenei seen in public by May 31?,1
2364516,mojtaba-khamenei-seen-in-public-by-june-30,Mojtaba Khamenei seen in public by June 30?,1
2009635,trump-renames-straight-of-hormuz-to-strait-of-trump-by-may-31,"Trump renames Strait of Hormuz to ""Strait of Trump"" by May 31?",1
1709753,will-mohammed-bin-salman-cease-to-be-the-de-facto-leader-of-saudi-arabia-by-june-30-2026,"Will Mohammed bin Salman cease to be the de facto leader of Saudi Arabia by June 30, 2026?",1
1709754,will-mohammed-bin-salman-cease-to-be-the-de-facto-leader-of-saudi-arabia-by-september-30-2026,"Will Mohammed bin Salman cease to be the de facto leader of Saudi Arabia by September 30, 2026?",1
1709755,will-mohammed-bin-salman-cease-to-be-the-de-facto-leader-of-saudi-arabia-by-december-31-2026,"Will Mohammed bin Salman cease to be the de facto leader of Saudi Arabia by December 31, 2026?",1
2243897,russia-x-ukraine-ceasefire-agreement-by-december-31-2026,"Russia x Ukraine ceasefire agreement by December 31, 2026?",1
2243895,russia-x-ukraine-ceasefire-agreement-by-june-30-2026,"Russia x Ukraine ceasefire agreement by June 30, 2026?",1
2243894,russia-x-ukraine-ceasefire-agreement-by-may-31-2026,"Russia x Ukraine ceasefire agreement by May 31, 2026?",1
2243896,russia-x-ukraine-ceasefire-agreement-by-october-31-2026,"Russia x Ukraine ceasefire agreement by October 31, 2026?",1
1370652,iran-agrees-to-end-enrichment-of-uranium-by-june-30, Iran agrees to end enrichment of uranium by June 30?,1
665325,us-iran-nuclear-deal-before-2027,US-Iran nuclear deal before 2027?,1
1117222,miguel-daz-canel-out-as-leader-of-cuba-by-december-31-113-682,Miguel Díaz-Canel out as leader of Cuba by December 31?,1
1106634,miguel-daz-canel-out-as-leader-of-cuba-by-june-30-935-772,Miguel Díaz-Canel out as leader of Cuba by June 30?,1
1447508,miguel-daz-canel-out-as-leader-of-cuba-by-march-31-971-121,Miguel Díaz-Canel out as leader of Cuba by March 31?,1
1495181,internet-access-restored-in-iran-by-march-7-2026,"Internet Access restored in Iran by March 7, 2026?",1
1495182,internet-access-restored-in-iran-by-march-14-2026,"Internet Access restored in Iran by March 14, 2026?",1
1559658,internet-access-restored-in-iran-by-march-31-2026,"Internet Access restored in Iran by March 31, 2026?",1
1559713,internet-access-restored-in-iran-by-april-30-2026,"Internet Access restored in Iran by April 30, 2026?",1
1831356,internet-access-restored-in-iran-by-may-31-2026,"Internet Access restored in Iran by May 31, 2026?",1
1831357,internet-access-restored-in-iran-by-june-30-2026,"Internet Access restored in Iran by June 30, 2026?",1
2242023,internet-access-restored-in-iran-by-december-31-2026,"Internet Access restored in Iran by December 31, 2026?",1
2242020,internet-access-restored-in-iran-by-september-30-2026,"Internet Access restored in Iran by September 30, 2026?",1
711244,ukraine-officially-agrees-to-a-us-backed-ceasefire-framework-in-2025,Ukraine officially agrees to a US backed ceasefire framework by December 31?,1
835892,ukraine-officially-agrees-to-a-us-backed-ceasefire-framework-by-january-31,Ukraine officially agrees to a US backed ceasefire framework by January 31?,1
835893,ukraine-officially-agrees-to-a-us-backed-ceasefire-framework-by-march-31-214,Ukraine officially agrees to a US backed ceasefire framework by March 31?,1
1243277,ukraine-officially-agrees-to-a-us-backed-ceasefire-framework-by-february-28,Ukraine officially agrees to a US backed ceasefire framework by February 28?,1
1323366,ukraine-officially-agrees-to-a-us-backed-ceasefire-framework-by-june-30,Ukraine officially agrees to a US backed ceasefire framework by June 30?,1
523343,ukraine-election-called-in-2025,Ukraine election called in 2025?,1
610380,ukraine-election-called-by-june-30-2026-392,"Ukraine election called by June 30, 2026?",1
734115,ukraine-election-called-by-march-31-2026,"Ukraine election called by March 31, 2026?",1
2261102,ukraine-election-called-by-december-31-2026,"Ukraine election called by December 31, 2026?",1
604470,will-china-blockade-taiwan-by-june-30,Will China blockade Taiwan by June 30?,1
2169000,will-the-united-kingdom-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will the United Kingdom send warships through the Strait of Hormuz by May 31, 2026?",1
2169001,will-france-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will France send warships through the Strait of Hormuz by May 31, 2026?",1
2169002,will-germany-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will Germany send warships through the Strait of Hormuz by May 31, 2026?",1
2169003,will-italy-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will Italy send warships through the Strait of Hormuz by May 31, 2026?",1
2169004,will-the-netherlands-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will the Netherlands send warships through the Strait of Hormuz by May 31, 2026?",1
2169005,will-japan-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will Japan send warships through the Strait of Hormuz by May 31, 2026?",1
2169006,will-canada-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will Canada send warships through the Strait of Hormuz by May 31, 2026?",1
2169007,will-india-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will India send warships through the Strait of Hormuz by May 31, 2026?",1
2169008,will-greece-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will Greece send warships through the Strait of Hormuz by May 31, 2026?",1
2169009,will-pakistan-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will Pakistan send warships through the Strait of Hormuz by May 31, 2026?",1
2169010,will-the-united-states-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will the United States send warships through the Strait of Hormuz by May 31, 2026?",1
2169011,will-saudi-arabia-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will Saudi Arabia send warships through the Strait of Hormuz by May 31, 2026?",1
2169012,will-the-united-arab-emirates-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will the United Arab Emirates send warships through the Strait of Hormuz by May 31, 2026?",1
2169013,will-bahrain-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will Bahrain send warships through the Strait of Hormuz by May 31, 2026?",1
2169014,will-qatar-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will Qatar send warships through the Strait of Hormuz by May 31, 2026?",1
2169015,will-kuwait-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will Kuwait send warships through the Strait of Hormuz by May 31, 2026?",1
2169016,will-oman-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will Oman send warships through the Strait of Hormuz by May 31, 2026?",1
2169017,will-south-korea-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will South Korea send warships through the Strait of Hormuz by May 31, 2026?",1
2169018,will-australia-send-warships-through-the-strait-of-hormuz-by-may-31-2026,"Will Australia send warships through the Strait of Hormuz by May 31, 2026?",1
1552200,mojtaba-khamenei-leaves-iran-by-march-31-2026,"Mojtaba Khamenei leaves Iran by March 31, 2026?",1
1552201,mojtaba-khamenei-leaves-iran-by-april-30-2026,"Mojtaba Khamenei leaves Iran by April 30, 2026?",1
1708361,mojtaba-khamenei-leaves-iran-by-may-31-2026,"Mojtaba Khamenei leaves Iran by May 31, 2026?",1
1708362,mojtaba-khamenei-leaves-iran-by-june-30-2026,"Mojtaba Khamenei leaves Iran by June 30, 2026?",1
2002530,israel-x-hezbollah-permanent-peace-deal-by-april-26-2026,"Israel x Hezbollah permanent peace deal by April 26, 2026?",1
2002531,israel-x-hezbollah-permanent-peace-deal-by-may-31-2026,"Israel x Hezbollah permanent peace deal by May 31, 2026?",1
2354011,israel-x-hezbollah-permanent-peace-deal-by-june-15-2026,"Israel x Hezbollah permanent peace deal by June 15, 2026?",1
2354012,israel-x-hezbollah-permanent-peace-deal-by-june-30-2026,"Israel x Hezbollah permanent peace deal by June 30, 2026?",1
666718,will-russia-test-a-nuclear-weapon-by-november-30-2025,Will Russia test a nuclear weapon by November 30 2025?,1
666719,will-russia-test-a-nuclear-weapon-by-december-31-2025,Will Russia test a nuclear weapon by December 31 2025?,1
666720,will-russia-test-a-nuclear-weapon-by-march-31-2026,Will Russia test a nuclear weapon by March 31 2026?,1
1796338,will-russia-test-a-nuclear-weapon-by-september-30-2026,Will Russia test a nuclear weapon by September 30 2026?,1
1796381,will-russia-test-a-nuclear-weapon-by-december-31-2026-75zh,Will Russia test a nuclear weapon by December 31 2026?,1
1796310,will-russia-test-a-nuclear-weapon-by-june-30-2026,Will Russia test a nuclear weapon by June 30 2026?,1
1115301,will-the-us-invade-greenland-in-2026,Will the U.S. invade Greenland in 2026?,1
2119070,will-20-ships-transit-the-strait-of-hormuz-on-any-day-by-may-31,Will 20 ships transit the Strait of Hormuz on any day by May 31?,1
2119072,will-60-ships-transit-the-strait-of-hormuz-on-any-day-by-may-31,Will 60 ships transit the Strait of Hormuz on any day by May 31?,1
2119071,will-40-ships-transit-the-strait-of-hormuz-on-any-day-by-may-31,Will 40 ships transit the Strait of Hormuz on any day by May 31?,1
2119073,will-80-ships-transit-the-strait-of-hormuz-on-any-day-by-may-31,Will 80 ships transit the Strait of Hormuz on any day by May 31?,1
1066556,lai-ching-te-impeached-by-june-30,Lai Ching-te impeached by June 30?,1
1123479,iran-coup-attempt-by-june-30,Iran coup attempt by June 30?,1
1097262,cilia-flores-released-from-custody-by-december-31-2026,"Cilia Flores released from custody by December 31, 2026?",1
1096294,cilia-flores-released-from-custody-by-january-9-2026,"Cilia Flores released from custody by January 9, 2026?",1
1096295,cilia-flores-released-from-custody-by-january-31-2026,"Cilia Flores released from custody by January 31, 2026?",1
1106788,us-forces-in-venezuela-again-by-june-30-2026-624,"US forces in Venezuela again by June 30, 2026?",1
1096654,us-forces-in-venezuela-again-by-january-31-2026,"US forces in Venezuela again by January 31, 2026?",1
1096705,us-forces-in-venezuela-again-by-january-10-2026,"US forces in Venezuela again by January 10, 2026?",1
1399380,us-forces-in-venezuela-again-by-march-31-2026,"US forces in Venezuela again by March 31, 2026?",1
1628448,will-israel-launch-a-ground-operation-in-iran-by-march-31-2026,"Will Israel launch a ground operation in Iran by March 31, 2026?",1
1628449,will-israel-launch-a-ground-operation-in-iran-by-april-30-2026,"Will Israel launch a ground operation in Iran by April 30, 2026?",1
1808927,will-israel-launch-a-ground-operation-in-iran-by-may-31-2026,"Will Israel launch a ground operation in Iran by May 31, 2026?",1
663595,will-russia-capture-all-of-kupiansk-by-november-30,Will Russia capture all of Kupiansk by November 30?,1
663596,will-russia-capture-all-of-kupiansk-by-december-31,Will Russia capture all of Kupiansk by December 31?,1
929425,will-russia-capture-all-of-kupiansk-by-march-31,Will Russia capture all of Kupiansk by March 31?,1
929424,will-russia-capture-all-of-kupiansk-by-january-31,Will Russia capture all of Kupiansk by January 31?,1
1386901,will-russia-capture-all-of-kupiansk-by-june-30,Will Russia capture all of Kupiansk by June 30?,1
2373817,will-russia-capture-all-of-kupiansk-by-december-31-391,Will Russia capture all of Kupiansk by December 31?,1
1986504,will-donald-trump-attend-the-next-us-x-iran-diplomatic-meeting,Will Donald Trump attend the next US x Iran diplomatic meeting?,1
1986506,will-jd-vance-attend-the-next-us-x-iran-diplomatic-meeting,Will J.D. Vance attend the next US x Iran diplomatic meeting?,1
1986508,will-steve-witkoff-attend-the-next-us-x-iran-diplomatic-meeting,Will Steve Witkoff attend the next US x Iran diplomatic meeting?,1
1986505,will-marco-rubio-attend-the-next-us-x-iran-diplomatic-meeting,Will Marco Rubio attend the next US x Iran diplomatic meeting?,1
1986507,will-jared-kushner-attend-the-next-us-x-iran-diplomatic-meeting,Will Jared Kushner attend the next US x Iran diplomatic meeting?,1
1007631,will-russia-enter-druzkhivka-by-june-30-933-897,Will Russia enter Druzkhivka by June 30?,1
1007633,will-russia-enter-kramatorsk-by-june-30-821-192,Will Russia enter Kramatorsk by June 30?,1
1007635,will-russia-enter-kherson-by-june-30-645,Will Russia enter Kherson by June 30?,1
1007628,will-russia-enter-sloviansk-by-june-30,Will Russia enter Sloviansk by June 30?,1
1007630,will-russia-enter-sumy-by-june-30-893-434,Will Russia enter Sumy by June 30?,1
1007632,will-russia-enter-dopropillia-by-june-30-122-495,Will Russia enter Dopropillia by June 30?,1
1007634,will-russia-enter-kharkiv-by-june-30-967,Will Russia enter Kharkiv by June 30?,1
1007636,will-russia-enter-zaporizhia-by-june-30-845,Will Russia enter Zaporizhia by June 30?,1
2111624,iran-agrees-to-end-enrichment-of-uranium-by-may-31-945,Iran agrees to end enrichment of uranium by May 31?,1
994894,greece-x-turkey-military-engagement-by-june-30,Greece x Turkey military engagement by June 30?,1
665495,ukraine-joins-nato-before-2027,Ukraine joins NATO before 2027?,1
586321,israeli-parliament-dissolved-by-october-31,Israeli parliament dissolved by October 31?,1
604674,israeli-parliament-dissolved-by-december-31,Israeli parliament dissolved by December 31?,1
604675,israeli-parliament-dissolved-by-march-31-932,Israeli parliament dissolved by March 31?,1
1280207,israeli-parliament-dissolved-by-february-28,Israeli parliament dissolved by February 28?,1
1280208,israeli-parliament-dissolved-by-june-30-228,Israeli parliament dissolved by June 30?,1
2245128,israeli-parliament-dissolved-by-may-31,Israeli parliament dissolved by May 31?,1
2354063,israeli-parliament-dissolved-by-july-31,Israeli parliament dissolved by July 31?,1
2354062,israeli-parliament-dissolved-by-june-15,Israeli parliament dissolved by June 15?,1
523413,will-any-country-leave-nato-in-2025,Will any country leave NATO in 2025?,1
629267,will-any-country-leave-nato-by-june-30-2026,"Will any country leave NATO by June 30, 2026?",1
1807912,will-any-country-leave-nato-by-december-31-2026,"Will any country leave NATO by December 31, 2026?",1
599831,will-applovin-acquire-tiktok-682-567,Will AppLovin acquire TikTok?,1
599832,will-microsoft-acquire-tiktok-637-223-119,Will Microsoft acquire TikTok?,1
599833,will-amazon-acquire-tiktok-277-366-936,Will Amazon acquire TikTok?,1
599834,will-meta-acquire-tiktok-745-612-641,Will Meta acquire TikTok?,1
599835,will-walmart-acquire-tiktok-688-757-314,Will Walmart acquire TikTok?,1
599836,will-elon-musk-x-twitter-acquire-tiktok-257-246-564,Will Elon Musk / X (Twitter) acquire TikTok?,1
599837,will-larry-ellisonoracle-acquire-tiktok-835-636-575,Will Larry Ellison/Oracle acquire TikTok?,1
665224,ukraine-signs-peace-deal-with-russia-before-2027,Ukraine signs peace deal with Russia before 2027?,1
2244267,will-trump-restart-project-freedom-by-may-15,Will Trump restart Project Freedom by May 15?,1
2244268,will-trump-restart-project-freedom-by-may-31,Will Trump restart Project Freedom by May 31?,1
2333713,will-trump-restart-project-freedom-by-june-30,Will Trump restart Project Freedom by June 30?,1
1060097,will-russia-capture-all-of-prymorske-by-january-15-2026,"Will Russia capture all of Prymorske by January 15, 2026?",1
1060098,will-russia-capture-all-of-prymorske-by-january-31-2026,"Will Russia capture all of Prymorske by January 31, 2026?",1
1114178,will-russia-capture-all-of-prymorske-by-march-31-2026-597,"Will Russia capture all of Prymorske by March 31, 2026?",1
1114211,will-russia-capture-all-of-prymorske-by-february-28-2026,"Will Russia capture all of Prymorske by February 28, 2026?",1
1397315,will-russia-capture-all-of-prymorske-by-april-30-2026,"Will Russia capture all of Prymorske by April 30, 2026?",1
2047638,will-russia-capture-all-of-prymorske-by-may-31-2026,"Will Russia capture all of Prymorske by May 31, 2026?",1
2125379,will-russia-capture-all-of-prymorske-by-september-30-2026,"Will Russia capture all of Prymorske by September 30, 2026?",1
2125383,will-russia-capture-all-of-prymorske-by-december-31-2026,"Will Russia capture all of Prymorske by December 31, 2026?",1
635263,will-india-strike-pakistan-by-oct-31,Will India strike Pakistan by Oct 31?,1
635264,will-india-strike-pakistan-by-dec-31-394-882,Will India strike Pakistan by Dec 31?,1
676386,will-india-strike-pakistan-by-november-14,Will India strike Pakistan by November 14?,1
676388,will-india-strike-pakistan-by-november-30,Will India strike Pakistan by November 30?,1
677352,will-india-strike-pakistan-by-march-31,Will India strike Pakistan by March 31?,1
677356,will-india-strike-pakistan-by-december-31-2026,"Will India strike Pakistan by December 31, 2026?",1
2117145,will-trump-speak-to-reza-pahlavi-in-may,Will Trump speak to Reza Pahlavi in May?,1
2117147,will-trump-speak-to-volodymyr-zelenskyy-in-may,Will Trump speak to Volodymyr Zelenskyy in May?,1
2117149,will-trump-speak-to-mohammed-bin-salman-in-may,Will Trump speak to Mohammed bin Salman in May?,1
2117151,will-trump-speak-to-yoon-suk-yeol-in-may,Will Trump speak to Yoon Suk Yeol in May?,1
2117153,will-trump-speak-to-emmanuel-macron-in-may,Will Trump speak to Emmanuel Macron in May?,1
2117155,will-trump-speak-to-ursula-von-der-leyen-in-may,Will Trump speak to Ursula von der Leyen in May?,1
2117157,will-trump-speak-to-mark-rutte-in-may,Will Trump speak to Mark Rutte in May?,1
2117159,will-trump-speak-to-mark-carney-in-may,Will Trump speak to Mark Carney in May?,1
2117161,will-trump-speak-to-luiz-incio-lula-da-silva-in-may,Will Trump speak to Luiz Inácio Lula da Silva in May?,1
2117163,will-trump-speak-to-pope-leo-xiv-in-may,Will Trump speak to Pope Leo XIV in May?,1
2117144,will-trump-speak-to-nicols-maduro-in-may,Will Trump speak to Nicolás Maduro in May?,1
2117146,will-trump-speak-to-kim-jong-un-in-may,Will Trump speak to Kim Jong Un in May?,1
2117148,will-trump-speak-to-xi-jinping-in-may,Will Trump speak to Xi Jinping in May?,1
2117150,will-trump-speak-to-vladimir-putin-in-may,Will Trump speak to Vladimir Putin in May?,1
2117152,will-trump-speak-to-maria-corina-machado-in-may,Will Trump speak to Maria Corina Machado in May?,1
2117154,will-trump-speak-to-keir-starmer-in-may,Will Trump speak to Keir Starmer in May?,1
2117156,will-trump-speak-to-ahmed-al-sharaa-in-may,Will Trump speak to Ahmed al-Sharaa in May?,1
2117158,will-trump-speak-to-friedrich-merz-in-may,Will Trump speak to Friedrich Merz in May?,1
2117160,will-trump-speak-to-masoud-pezeshkian-in-may,Will Trump speak to Masoud Pezeshkian in May?,1
2117162,will-trump-speak-to-elon-musk-in-may,Will Trump speak to Elon Musk in May?,1
2111605,iran-agrees-to-unrestricted-shipping-through-hormuz-by-may-31,Iran agrees to unrestricted shipping through Hormuz by May 31?,1
1114203,will-russia-capture-all-of-stepnohirsk-by-february-28-2026,"Will Russia capture all of Stepnohirsk by February 28, 2026?",1
1060078,will-russia-capture-all-of-stepnohirsk-by-march-31-2026-627,"Will Russia capture all of Stepnohirsk by March 31, 2026?",1
1060079,will-russia-capture-all-of-stepnohirsk-by-january-31-2026-147,"Will Russia capture all of Stepnohirsk by January 31, 2026?",1
1397303,will-russia-capture-all-of-stepnohirsk-by-april-30-2026,"Will Russia capture all of Stepnohirsk by April 30, 2026?",1
2053898,will-russia-capture-all-of-stepnohirsk-by-may-31-2026,"Will Russia capture all of Stepnohirsk by May 31, 2026?",1
2125369,will-russia-capture-all-of-stepnohirsk-by-september-30-2026,"Will Russia capture all of Stepnohirsk by September 30, 2026?",1
1178057,will-the-iranian-regime-survive-us-military-strikes-741,Will the Iranian regime survive U.S. military strikes?,1
665226,will-russia-capture-all-of-vovchansk-by-november-30,Will Russia capture all of Vovchansk by November 30?,1
665227,will-russia-capture-all-of-vovchansk-by-december-31,Will Russia capture all of Vovchansk by December 31?,1
1007357,will-russia-capture-all-of-vovchansk-by-march-31,Will Russia capture all of Vovchansk by March 31?,1
1542467,will-russia-capture-all-of-vovchansk-by-april-30,Will Russia capture all of Vovchansk by April 30?,1
2053609,will-russia-capture-all-of-vovchansk-by-may-31,Will Russia capture all of Vovchansk by May 31?,1
2107988,will-russia-capture-all-of-vovchansk-by-september-30,Will Russia capture all of Vovchansk by September 30?,1
2107989,will-russia-capture-all-of-vovchansk-by-december-31-464,Will Russia capture all of Vovchansk by December 31?,1
1999843,will-trump-visit-pakistan-by-may-31,Will Trump visit Pakistan by May 31?,1
2008302,will-trump-visit-pakistan-by-april-30-143,Will Trump visit Pakistan by April 30?,1
2364880,will-trump-visit-pakistan-by-june-30,Will Trump visit Pakistan by June 30?,1
1336363,will-russia-capture-all-of-huliaipole-by-february-28,Will Russia capture all of Huliaipole by February 28?,1
1418674,will-russia-capture-all-of-huliaipole-by-march-31,Will Russia capture all of Huliaipole by March 31?,1
1567769,will-russia-capture-all-of-huliaipole-by-april-30,Will Russia capture all of Huliaipole by April 30?,1
2053585,will-russia-capture-all-of-huliaipole-by-may-31,Will Russia capture all of Huliaipole by May 31?,1
2232280,will-russia-capture-all-of-huliaipole-by-june-30,Will Russia capture all of Huliaipole by June 30?,1
701301,naim-qassem-out-as-hezbollahs-secretary-general-by-december-31,Naim Qassem out as Hezbollah’s secretary-general by December 31?,1
950001,naim-qassem-out-as-hezbollahs-secretary-general-by-march-31-2026,"Naim Qassem out as Hezbollah’s secretary-general by March 31, 2026?",1
1795678,naim-qassem-out-as-hezbollahs-secretary-general-by-april-30-2026,"Naim Qassem out as Hezbollah’s secretary-general by April 30, 2026?",1
1795679,naim-qassem-out-as-hezbollahs-secretary-general-by-june-30-2026,"Naim Qassem out as Hezbollah’s secretary-general by June 30, 2026?",1
956980,ukraine-agrees-not-to-join-nato-by-june-30,Ukraine agrees not to join NATO by June 30? ,1
701367,will-zelenskyy-talk-to-putin-by-november-30-821,Will Zelenskyy talk to Putin by November 30?,1
705780,will-zelenskyy-talk-to-putin-by-december-31,Will Zelenskyy talk to Putin by December 31?,1
1069183,will-zelenskyy-talk-to-putin-by-january-31,Will Zelenskyy talk to Putin by January 31?,1
1069184,will-zelenskyy-talk-to-putin-by-march-31,Will Zelenskyy talk to Putin by March 31?,1
1301527,will-zelenskyy-talk-to-putin-by-december-31-992,Will Zelenskyy talk to Putin by December 31?,1
549369,will-russia-capture-sumy-before-october,Will Russia capture Sumy before October?,1
595710,will-russia-capture-sumy-by-december-31,Will Russia capture Sumy by December 31?,1
1007579,will-russia-capture-sumy-by-march-31-2027,"Will Russia capture Sumy by March 31, 2027?",1
1090494,will-russia-capture-all-of-donetsk-oblast-by-march-31-2026,"Will Russia capture all of Donetsk Oblast by March 31, 2026?",1
1090495,will-russia-capture-all-of-donetsk-oblast-by-june-30-2026,"Will Russia capture all of Donetsk Oblast by June 30, 2026?",1
2246417,will-russia-capture-all-of-donetsk-oblast-by-december-31-2026,"Will Russia capture all of Donetsk Oblast by December 31, 2026?",1
687642,china-x-japan-military-clash-before-2027,China x Japan military clash before 2027?,1
2097554,pete-hegseth-out-as-secretary-of-defense-by-may-31,Pete Hegseth out as Secretary of Defense by May 31?,1
1633606,will-china-invade-taiwan-by-september-30-2026,"Will China invade Taiwan by September 30, 2026?",1
665326,will-the-us-recognize-palestine-before-2027,Will the US recognize Palestine before 2027?,1
665327,will-italy-recognize-palestine-before-2027,Will Italy recognize Palestine before 2027?,1
665328,will-the-netherlands-recognize-palestine-before-2027,Will The Netherlands recognize Palestine before 2027?,1
665329,will-japan-recognize-palestine-before-2027,Will Japan recognize Palestine before 2027?,1
665330,will-germany-recognize-palestine-before-2027,Will Germany recognize Palestine before 2027?,1
665331,will-belgium-recognize-palestine-before-2027,Will Belgium recognize Palestine before 2027?,1
665332,will-finland-recognize-palestine-before-2027,Will Finland recognize Palestine before 2027?,1
665333,will-austria-recognize-palestine-before-2027,Will Austria recognize Palestine before 2027?,1
665334,will-greece-recognize-palestine-before-2027,Will Greece recognize Palestine before 2027?,1
665335,will-new-zealand-recognize-palestine-before-2027,Will New Zealand recognize Palestine before 2027?,1
1478045,will-iran-hold-a-presidential-election-by-june-30,Will Iran hold a presidential election by June 30?,1
1345724,will-alberta-join-the-us,Will Alberta join the US? ,1
548080,us-x-russia-military-clash-by-december-31,US x Russia military clash by December 31?,1
648872,us-x-russia-military-clash-by-june-30-2026-249,"US x Russia military clash by June 30, 2026?",1
1127402,us-x-russia-military-clash-by-january-31-2026-416,"US x Russia military clash by January 31, 2026?",1
1124834,us-x-russia-military-clash-by-december-31-2026-775,"US x Russia military clash by December 31, 2026?",1
610376,will-ukraine-recapture-crimean-territory-by-june-30-2026,"Will Ukraine recapture Crimean territory by June 30, 2026?",1
2374271,will-ukraine-recapture-crimean-territory-by-december-31-2026,"Will Ukraine recapture Crimean territory by December 31, 2026?",1
666709,will-the-us-test-a-nuclear-weapon-by-november-30-2025,Will the U.S. test a nuclear weapon by November 30 2025?,1
666710,will-the-us-test-a-nuclear-weapon-by-december-31-2025,Will the U.S. test a nuclear weapon by December 31 2025?,1
